timestamp,symbol,exchange,bid_price,ask_price,last_price,bid_volume,ask_volume,trading_day,limit_up,limit_down,volume,open_interest
2026-08-01T09:05:00+08:00,m2609,DCE,3009.5,3010.5,3010.0,30,30,20260801,3400,2600,10000,51000
2026-08-01T09:05:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260801,3400,2600,12000,56000
2026-08-01T09:06:00+08:00,m2609,DCE,3009.7,3010.7,3010.2,30,30,20260801,3400,2600,10000,51000
2026-08-01T09:06:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260801,3400,2600,12000,56000
2026-08-01T09:07:00+08:00,m2609,DCE,3009.5,3010.5,3010.0,30,30,20260801,3400,2600,10000,51000
2026-08-01T09:07:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260801,3400,2600,12000,56000
2026-08-01T09:08:00+08:00,m2609,DCE,3019.5,3020.5,3020.0,30,30,20260801,3400,2600,10000,51000
2026-08-01T09:08:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260801,3400,2600,12000,56000
2026-08-01T09:09:00+08:00,m2609,DCE,3009.5,3010.5,3010.0,30,30,20260801,3400,2600,10000,51000
2026-08-01T09:09:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260801,3400,2600,12000,56000
2026-08-02T09:05:00+08:00,m2609,DCE,3009.5,3010.5,3010.0,30,30,20260802,3400,2600,10100,51010
2026-08-02T09:05:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260802,3400,2600,12100,56010
2026-08-02T09:06:00+08:00,m2609,DCE,3009.7,3010.7,3010.2,30,30,20260802,3400,2600,10100,51010
2026-08-02T09:06:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260802,3400,2600,12100,56010
2026-08-02T09:07:00+08:00,m2609,DCE,3009.5,3010.5,3010.0,30,30,20260802,3400,2600,10100,51010
2026-08-02T09:07:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260802,3400,2600,12100,56010
2026-08-02T09:08:00+08:00,m2609,DCE,3019.5,3020.5,3020.0,30,30,20260802,3400,2600,10100,51010
2026-08-02T09:08:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260802,3400,2600,12100,56010
2026-08-02T09:09:00+08:00,m2609,DCE,3009.5,3010.5,3010.0,30,30,20260802,3400,2600,10100,51010
2026-08-02T09:09:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260802,3400,2600,12100,56010
2026-08-03T09:05:00+08:00,m2609,DCE,3009.5,3010.5,3010.0,30,30,20260803,3400,2600,10200,51020
2026-08-03T09:05:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260803,3400,2600,12200,56020
2026-08-03T09:06:00+08:00,m2609,DCE,3009.7,3010.7,3010.2,30,30,20260803,3400,2600,10200,51020
2026-08-03T09:06:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260803,3400,2600,12200,56020
2026-08-03T09:07:00+08:00,m2609,DCE,3009.5,3010.5,3010.0,30,30,20260803,3400,2600,10200,51020
2026-08-03T09:07:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260803,3400,2600,12200,56020
2026-08-03T09:08:00+08:00,m2609,DCE,3019.5,3020.5,3020.0,30,30,20260803,3400,2600,10200,51020
2026-08-03T09:08:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260803,3400,2600,12200,56020
2026-08-03T09:09:00+08:00,m2609,DCE,3009.5,3010.5,3010.0,30,30,20260803,3400,2600,10200,51020
2026-08-03T09:09:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260803,3400,2600,12200,56020
2026-08-04T09:05:00+08:00,m2609,DCE,3009.5,3010.5,3010.0,30,30,20260804,3400,2600,10300,51030
2026-08-04T09:05:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260804,3400,2600,12300,56030
2026-08-04T09:06:00+08:00,m2609,DCE,3009.7,3010.7,3010.2,30,30,20260804,3400,2600,10300,51030
2026-08-04T09:06:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260804,3400,2600,12300,56030
2026-08-04T09:07:00+08:00,m2609,DCE,3009.5,3010.5,3010.0,30,30,20260804,3400,2600,10300,51030
2026-08-04T09:07:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260804,3400,2600,12300,56030
2026-08-04T09:08:00+08:00,m2609,DCE,3019.5,3020.5,3020.0,30,30,20260804,3400,2600,10300,51030
2026-08-04T09:08:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260804,3400,2600,12300,56030
2026-08-04T09:09:00+08:00,m2609,DCE,3009.5,3010.5,3010.0,30,30,20260804,3400,2600,10300,51030
2026-08-04T09:09:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260804,3400,2600,12300,56030
2026-08-05T09:05:00+08:00,m2609,DCE,3009.5,3010.5,3010.0,30,30,20260805,3400,2600,10400,51040
2026-08-05T09:05:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260805,3400,2600,12400,56040
2026-08-05T09:06:00+08:00,m2609,DCE,3009.7,3010.7,3010.2,30,30,20260805,3400,2600,10400,51040
2026-08-05T09:06:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260805,3400,2600,12400,56040
